150	-0.298	-0.687
151	-0.307	-0.697
152	-0.299	-0.705
153	-0.293	-0.715
154	-0.288	-0.719
155	-0.28	-0.724
156	-0.276	-0.727
157	-0.273	-0.724
158	-0.275	-0.723
159	-0.277	-0.724
160	-0.288	-0.722
161	-0.298	-0.717
162	-0.301	-0.718
163	-0.314	-0.709
164	-0.32	-0.701
165	-0.305	-0.712
166	-0.299	-0.713
167	-0.295	-0.708
168	-0.284	-0.715
169	-0.285	-0.711
170	-0.271	-0.719
171	-0.27	-0.722
172	-0.278	-0.728
173	-0.286	-0.736
174	-0.293	-0.748
175	-0.316	-0.753
176	-0.319	-0.763
177	-0.328	-0.773
178	-0.33	-0.779
179	-0.331	-0.775
180	-0.329	-0.768
181	-0.332	-0.77
182	-0.322	-0.764
183	-0.322	-0.769
184	-0.324	-0.766
185	-0.329	-0.742
186	-0.34	-0.736
187	-0.36	-0.727
188	-0.377	-0.717
189	-0.383	-0.707
190	-0.387	-0.696
191	-0.396	-0.682
192	-0.407	-0.674
193	-0.407	-0.668
194	-0.402	-0.668
195	-0.402	-0.663
196	-0.405	-0.662
197	-0.408	-0.654
198	-0.41	-0.653
199	-0.406	-0.656
200	-0.409	-0.66
201	-0.414	-0.672
202	-0.416	-0.676
203	-0.423	-0.675
204	-0.421	-0.685
205	-0.423	-0.687
206	-0.419	-0.691
207	-0.421	-0.693
208	-0.419	-0.691
209	-0.413	-0.687
210	-0.408	-0.678
211	-0.401	-0.669
212	-0.394	-0.655
213	-0.395	-0.642
214	-0.39	-0.636
215	-0.396	-0.637
216	-0.39	-0.611
217	-0.394	-0.614
218	-0.389	-0.601
219	-0.391	-0.586
220	-0.392	-0.576
221	-0.393	-0.564
222	-0.384	-0.544
223	-0.386	-0.517
224	-0.379	-0.513
225	-0.377	-0.509
226	-0.379	-0.523
227	-0.382	-0.517
228	-0.381	-0.502
229	-0.383	-0.503
230	-0.391	-0.502
231	-0.394	-0.518
232	-0.399	-0.513
233	-0.406	-0.519
234	-0.411	-0.52
235	-0.409	-0.52
236	-0.41	-0.499
237	-0.4	-0.496
238	-0.398	-0.494
239	-0.401	-0.486
240	-0.402	-0.478
241	-0.402	-0.465
242	-0.405	-0.462
243	-0.404	-0.461
244	-0.407	-0.448
245	-0.412	-0.464
246	-0.413	-0.449
247	-0.41	-0.437
248	-0.414	-0.432
249	-0.421	-0.426
250	-0.431	-0.412
251	-0.422	-0.399
252	-0.423	-0.398
253	-0.427	-0.404
254	-0.425	-0.416
255	-0.434	-0.421
256	-0.441	-0.43
257	-0.447	-0.437
258	-0.457	-0.451
259	-0.452	-0.45
260	-0.459	-0.473
261	-0.479	-0.48
262	-0.507	-0.526
263	-0.494	-0.515
264	-0.481	-0.509
265	-0.491	-0.526
266	-0.494	-0.531
267	-0.499	-0.534
268	-0.505	-0.536
269	-0.504	-0.536
270	-0.509	-0.539
271	-0.516	-0.535
272	-0.518	-0.534
273	-0.514	-0.529
274	-0.519	-0.525
275	-0.523	-0.516
276	-0.531	-0.508
277	-0.538	-0.499
278	-0.544	-0.488
279	-0.552	-0.482
280	-0.556	-0.478
281	-0.56	-0.474
282	-0.559	-0.475
283	-0.559	-0.473
284	-0.568	-0.477
285	-0.562	-0.477
286	-0.566	-0.485
287	-0.566	-0.485
288	-0.563	-0.493
289	-0.568	-0.499
290	-0.566	-0.5
291	-0.574	-0.505
292	-0.584	-0.512
293	-0.584	-0.517
294	-0.594	-0.518
295	-0.599	-0.518
296	-0.607	-0.522
297	-0.604	-0.519
298	-0.597	-0.518
299	-0.599	-0.519
300	-0.602	-0.516
301	-0.608	-0.51
302	-0.61	-0.511
303	-0.608	-0.505
304	-0.61	-0.501
305	-0.605	-0.5
306	-0.619	-0.501
307	-0.611	-0.5
308	-0.618	-0.498
309	-0.629	-0.494
310	-0.621	-0.501
311	-0.631	-0.504
312	-0.623	-0.511
313	-0.638	-0.514
314	-0.633	-0.522
315	-0.636	-0.528
316	-0.641	-0.529
317	-0.641	-0.541
318	-0.644	-0.547
319	-0.646	-0.547
320	-0.65	-0.558
321	-0.659	-0.563
322	-0.667	-0.567
323	-0.67	-0.57
324	-0.673	-0.577
325	-0.672	-0.577
326	-0.671	-0.576
327	-0.669	-0.571
328	-0.668	-0.565
329	-0.669	-0.56
330	-0.669	-0.541
331	-0.669	-0.53
332	-0.661	-0.522
333	-0.664	-0.505
334	-0.66	-0.496
335	-0.669	-0.487
336	-0.673	-0.479
337	-0.675	-0.464
338	-0.673	-0.463
339	-0.67	-0.458
340	-0.672	-0.451
341	-0.671	-0.444
342	-0.67	-0.438
343	-0.666	-0.442
344	-0.668	-0.445
345	-0.66	-0.437
346	-0.645	-0.438
347	-0.634	-0.446
348	-0.612	-0.451
349	-0.59	-0.456
350	-0.58	-0.465
351	-0.576	-0.476
