149	-5.13	2.46	-5.43	1.78
150	-5.09	2.47	-5.39	1.78
151	-5.04	2.48	-5.34	1.78
152	-5	2.48	-5.3	1.77
153	-4.96	2.49	-5.26	1.77
154	-4.92	2.49	-5.21	1.77
155	-4.88	2.5	-5.16	1.77
156	-4.83	2.5	-5.11	1.77
157	-4.78	2.5	-5.05	1.77
158	-4.72	2.5	-5	1.77
159	-4.67	2.5	-4.95	1.77
160	-4.61	2.5	-4.9	1.77
161	-4.56	2.49	-4.85	1.77
162	-4.51	2.49	-4.81	1.77
163	-4.45	2.48	-4.77	1.77
164	-4.4	2.48	-4.72	1.77
165	-4.37	2.49	-4.68	1.77
166	-4.33	2.48	-4.63	1.77
167	-4.29	2.48	-4.58	1.77
168	-4.24	2.49	-4.53	1.77
169	-4.19	2.48	-4.48	1.77
170	-4.15	2.49	-4.42	1.77
171	-4.1	2.49	-4.37	1.77
172	-4.05	2.5	-4.32	1.77
173	-3.99	2.5	-4.28	1.77
174	-3.94	2.51	-4.24	1.76
175	-3.88	2.51	-4.19	1.76
176	-3.83	2.52	-4.15	1.76
177	-3.78	2.53	-4.11	1.76
178	-3.73	2.54	-4.06	1.76
179	-3.68	2.54	-4.01	1.76
180	-3.63	2.53	-3.96	1.76
181	-3.58	2.54	-3.91	1.77
182	-3.54	2.54	-3.86	1.77
183	-3.49	2.55	-3.81	1.78
184	-3.44	2.55	-3.77	1.78
185	-3.39	2.53	-3.72	1.79
186	-3.33	2.53	-3.67	1.79
187	-3.26	2.52	-3.62	1.8
188	-3.2	2.52	-3.58	1.8
189	-3.15	2.51	-3.53	1.8
190	-3.1	2.5	-3.48	1.81
191	-3.04	2.49	-3.44	1.81
192	-2.98	2.48	-3.39	1.81
193	-2.93	2.48	-3.34	1.81
194	-2.89	2.48	-3.29	1.81
195	-2.84	2.48	-3.24	1.82
196	-2.78	2.48	-3.19	1.82
197	-2.73	2.48	-3.14	1.82
198	-2.68	2.48	-3.09	1.82
199	-2.64	2.48	-3.04	1.83
200	-2.59	2.48	-3	1.82
201	-2.54	2.5	-2.95	1.82
202	-2.49	2.5	-2.91	1.83
203	-2.44	2.5	-2.86	1.83
204	-2.4	2.52	-2.82	1.83
205	-2.35	2.52	-2.77	1.83
206	-2.3	2.53	-2.72	1.84
207	-2.25	2.54	-2.67	1.84
208	-2.21	2.54	-2.63	1.85
209	-2.17	2.54	-2.58	1.85
210	-2.12	2.54	-2.53	1.86
211	-2.08	2.53	-2.48	1.86
212	-2.04	2.53	-2.43	1.87
213	-1.99	2.52	-2.39	1.88
214	-1.95	2.52	-2.34	1.88
215	-1.9	2.52	-2.3	1.88
216	-1.86	2.5	-2.25	1.89
217	-1.81	2.5	-2.21	1.89
218	-1.77	2.49	-2.15	1.89
219	-1.72	2.48	-2.11	1.9
220	-1.67	2.47	-2.06	1.9
221	-1.62	2.46	-2.02	1.9
222	-1.58	2.44	-1.96	1.9
223	-1.54	2.42	-1.92	1.91
224	-1.49	2.42	-1.87	1.91
225	-1.45	2.42	-1.82	1.91
226	-1.4	2.43	-1.78	1.91
227	-1.36	2.42	-1.74	1.91
228	-1.31	2.41	-1.7	1.91
229	-1.27	2.42	-1.65	1.91
230	-1.22	2.42	-1.61	1.91
231	-1.17	2.44	-1.57	1.92
232	-1.12	2.43	-1.52	1.92
233	-1.07	2.44	-1.48	1.92
234	-1.03	2.45	-1.44	1.93
235	-0.979	2.45	-1.39	1.93
236	-0.936	2.44	-1.35	1.94
237	-0.896	2.44	-1.3	1.95
238	-0.854	2.44	-1.25	1.95
239	-0.804	2.44	-1.21	1.95
240	-0.762	2.43	-1.16	1.95
241	-0.717	2.42	-1.12	1.96
242	-0.673	2.42	-1.08	1.96
243	-0.628	2.41	-1.03	1.95
244	-0.583	2.41	-0.99	1.96
245	-0.534	2.42	-0.946	1.95
246	-0.488	2.4	-0.901	1.96
247	-0.441	2.4	-0.851	1.96
248	-0.395	2.39	-0.809	1.95
249	-0.346	2.38	-0.767	1.95
250	-0.298	2.37	-0.729	1.96
251	-0.256	2.35	-0.678	1.95
252	-0.21	2.35	-0.633	1.95
253	-0.162	2.35	-0.589	1.95
254	-0.119	2.36	-0.544	1.94
255	-0.07	2.36	-0.504	1.94
256	-0.016	2.37	-0.457	1.94
257	0.029	2.38	-0.418	1.94
258	0.079	2.38	-0.378	1.93
259	0.113	2.39	-0.339	1.94
260	0.162	2.4	-0.297	1.93
261	0.224	2.41	-0.255	1.93
262	0.294	2.46	-0.213	1.93
263	0.326	2.45	-0.168	1.93
264	0.355	2.44	-0.126	1.93
265	0.412	2.45	-0.079	1.93
266	0.462	2.46	-0.032	1.93
267	0.512	2.46	0.013	1.93
268	0.56	2.47	0.055	1.93
269	0.606	2.46	0.102	1.93
270	0.656	2.46	0.147	1.93
271	0.705	2.46	0.189	1.93
272	0.751	2.46	0.233	1.93
273	0.795	2.46	0.281	1.93
274	0.844	2.45	0.325	1.93
275	0.89	2.44	0.367	1.93
276	0.942	2.44	0.411	1.93
277	0.989	2.43	0.451	1.93
278	1.04	2.42	0.496	1.93
279	1.09	2.41	0.538	1.93
280	1.14	2.4	0.582	1.92
281	1.19	2.4	0.627	1.92
282	1.23	2.4	0.674	1.92
283	1.28	2.4	0.721	1.93
284	1.33	2.4	0.763	1.92
285	1.37	2.4	0.81	1.92
286	1.42	2.41	0.855	1.92
287	1.47	2.41	0.902	1.92
288	1.51	2.42	0.947	1.93
289	1.56	2.43	0.989	1.93
290	1.6	2.43	1.04	1.93
291	1.66	2.44	1.08	1.94
292	1.71	2.45	1.12	1.94
293	1.76	2.46	1.18	1.94
294	1.82	2.46	1.22	1.95
295	1.87	2.46	1.27	1.95
296	1.92	2.47	1.31	1.95
297	1.97	2.47	1.37	1.95
298	2.02	2.47	1.42	1.95
299	2.06	2.47	1.46	1.95
300	2.11	2.47	1.51	1.95
301	2.16	2.46	1.55	1.95
302	2.2	2.47	1.59	1.96
303	2.25	2.46	1.64	1.96
304	2.29	2.46	1.68	1.96
305	2.33	2.45	1.73	1.95
306	2.39	2.45	1.77	1.95
307	2.44	2.45	1.83	1.95
308	2.5	2.44	1.88	1.94
309	2.55	2.44	1.93	1.95
310	2.6	2.44	1.98	1.94
311	2.65	2.44	2.02	1.94
312	2.7	2.45	2.08	1.94
313	2.76	2.45	2.12	1.94
314	2.81	2.46	2.17	1.94
315	2.85	2.46	2.22	1.94
316	2.9	2.47	2.25	1.94
317	2.94	2.48	2.3	1.94
318	2.98	2.49	2.34	1.95
319	3.03	2.5	2.39	1.95
320	3.08	2.51	2.43	1.95
321	3.14	2.52	2.48	1.96
322	3.2	2.53	2.53	1.96
323	3.26	2.54	2.59	1.97
324	3.31	2.54	2.64	1.97
325	3.36	2.54	2.69	1.97
326	3.42	2.54	2.75	1.97
327	3.47	2.54	2.8	1.97
328	3.51	2.54	2.85	1.97
329	3.56	2.53	2.89	1.97
330	3.6	2.53	2.93	1.99
331	3.65	2.52	2.98	1.99
332	3.69	2.52	3.03	1.99
333	3.73	2.5	3.07	2
334	3.78	2.49	3.12	2
335	3.85	2.48	3.18	2
336	3.9	2.47	3.23	1.99
337	3.96	2.46	3.28	2
338	4.01	2.46	3.34	1.99
339	4.06	2.45	3.39	2
340	4.11	2.46	3.44	2.01
341	4.16	2.45	3.48	2.01
342	4.2	2.45	3.53	2.01
343	4.24	2.45	3.57	2.01
344	4.28	2.46	3.61	2.01
345	4.32	2.46	3.65	2.02
346	4.35	2.47	3.7	2.03
347	4.39	2.48	3.76	2.04
348	4.43	2.49	3.81	2.04
349	4.46	2.5	3.87	2.05
350	4.51	2.52	3.93	2.05
351	4.56	2.53	3.99	2.05
